NIFTY2431422600PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2431422200CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2431422200CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2432122600PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2432122600PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2432122600PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2432122600PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2432122300PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2432122300PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2432121900CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2432121900CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24MAR22200PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24MAR22200PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24MAR22200PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24MAR22200PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24MAR21900CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24MAR21900CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24MAR22100PE quantity:50 NFO BUY regular NRML MARKET
NIFTY24MAR22100PE quantity:50 NFO SELL regular NRML MARKET
NIFTY24MAR21700CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24MAR21700CE quantity:50 NFO SELL regular NRML MARKET
NIFTY24MAR21800CE quantity:50 NFO BUY regular NRML MARKET
NIFTY24MAR21800CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2440421900CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2440421900CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2440422300PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2440422300PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2440421800CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2440421800CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2440422400PE quantity:50 NFO BUY regular NRML MARKET
NIFTY2440422400PE quantity:50 NFO SELL regular NRML MARKET
NIFTY2440422200CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2440422200CE quantity:50 NFO SELL regular NRML MARKET
NIFTY2440422200CE quantity:50 NFO BUY regular NRML MARKET
NIFTY2440422200CE quantity:50 NFO SELL regular NRML MARKET
